,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516
170,Homeconnection,40,WA,WASHINGTON,5305940,OAK HARBOR SCHOOL DISTRICT,2628,='530594002628',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,8,8,0,0,2,2,0,0,0,5,125,122,11,5,146,142,0,0,4,0,Yes,2,2,0,0,2,2,0,0,0,2,17,11,2,0,23,17,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530594002628',No,5305940,Oak Harbor School District,2628,Homeconnection,Alternative Education School,4,4,Missing,KG,12,Island County,32,48.295808,-122.656896
171,Innovative & Alternative High,39,WI,WISCONSIN,5508520,Madison Metropolitan School District,3349,='550852003349',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,38,41,0,0,8,5,0,0,71,68,38,29,20,26,175,169,29,26,34,19,Yes,8,5,0,0,0,2,0,0,2,5,8,5,2,2,20,19,5,2,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='550852003349',Yes,5508520,Madison Metropolitan School District,3349,Innovative & Alternative High,Alternative Education School,4,3,No,9,12,Dane County,12,43.083578,-89.370855
157,Madison Virtual Academy,44,MI,MICHIGAN,2622290,Madison District Public Schools,8352,='262229008352',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,2,2,0,0,17,11,308,290,0,0,329,305,0,0,0,0,Yes,0,2,0,0,2,2,0,0,2,5,17,14,0,0,21,23,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262229008352',No,2622290,Madison District Public Schools,8352,Madison Virtual Academy,Regular School,1,4,Yes,KG,12,Oakland County,21,42.48754,-83.103461
158,Prairie Point,44,IA,IOWA,1907860,College Comm School District,2110,='190786002110',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,26,32,2,0,11,11,2,2,41,35,491,515,29,23,602,618,17,8,91,46,Yes,2,2,0,0,2,2,0,0,0,0,26,8,0,2,30,14,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='190786002110',No,1907860,College Comm School District,2110,Prairie Point,Regular School,1,2,No,7,9,Linn County,41,41.89992,-91.653211
172,Metro High School,39,IA,IOWA,1906540,Cedar Rapids Comm School District,259,='190654000259',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,11,2,2,2,2,2,0,50,53,104,140,20,14,188,222,2,2,28,34,Yes,0,2,0,0,0,0,0,0,5,5,14,11,2,0,21,18,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='190654000259',No,1906540,Cedar Rapids Comm School District,259,Metro High School,Alternative Education School,4,3,No,9,12,Linn County,12,41.972844,-91.653191
175,ELVIS J BALLEW H S,38,TX,TEXAS,4834860,PHARR-SAN JUAN-ALAMO ISD,7041,='483486007041',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,155,83,0,0,0,0,0,0,0,0,2,2,0,0,157,85,86,41,7,4,Yes,17,17,0,0,0,0,0,0,0,0,2,2,0,0,19,19,8,8,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='483486007041',Yes,4834860,PHARR-SAN JUAN-ALAMO ISD,7041,ELVIS J BALLEW H S,Alternative Education School,4,3,Missing,9,12,Hidalgo County,21,26.18734,-98.158261
176,ALC GATEWAY TO COLLEGE,38,MN,MINNESOTA,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,4792,='273384004792',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,Yes,8,5,0,2,8,2,0,0,5,8,8,2,2,2,31,21,8,2,0,0,Yes,5,5,0,2,5,0,0,0,2,5,8,2,2,2,22,16,5,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='273384004792',No,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,4792,ALC GATEWAY TO COLLEGE,Alternative Education School,4,3,No,8,12,Ramsey County,11,44.94843,-93.112921
162,James Clemens High School,43,AL,ALABAMA,100008,Madison City,2198,='010000802198',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,38,47,2,5,62,62,2,2,212,164,587,488,17,20,920,788,8,11,19,10,Yes,0,0,0,0,0,2,0,0,2,5,14,20,0,0,16,27,0,0,0,0,Yes,5,2,0,0,14,17,0,0,11,17,86,83,2,2,118,121,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='010000802198',-9,100008,Madison City,2198,James Clemens High School,Regular School,1,3,Yes,9,12,Limestone County,21,34.705558,-86.78659
163,eAchieve Academy - Wisconsin,42,WI,WISCONSIN,5515780,Waukesha School District,3380,='551578003380',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,20,26,2,2,5,5,2,0,8,14,206,302,2,11,245,360,0,0,16,10,Yes,2,2,2,0,0,0,0,0,0,0,14,20,2,0,20,22,0,0,2,0,Yes,2,2,0,0,2,2,0,0,0,0,26,32,0,2,30,38,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='551578003380',Yes,5515780,Waukesha School District,3380,eAchieve Academy - Wisconsin,Regular School,1,4,Yes,6,12,Waukesha County,13,43.004967,-88.234851
164,DISTANCE LEARNING PROGRAM,42,MN,MINNESOTA,2723820,NORTH BRANCH PUBLIC SCHOOLS,2633,='272382002633',No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,0,0,23,17,0,0,25,17,2,0,0,0,Yes,2,0,0,0,0,0,0,0,0,0,23,17,0,0,25,17,2,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='272382002633',No,2723820,NORTH BRANCH PUBLIC SCHOOLS,2633,DISTANCE LEARNING PROGRAM,Regular School,1,4,Yes,KG,12,Chisago County,41,45.50963,-92.970411
165,Mancelona High School,42,MI,MICHIGAN,2622350,Mancelona Public Schools,5949,='262235005949',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,2,0,0,0,0,152,128,0,5,154,137,0,0,25,13,Yes,0,0,0,0,0,0,0,0,0,0,17,23,0,2,17,25,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262235005949',Yes,2622350,Mancelona Public Schools,5949,Mancelona High School,Special Education School,2,3,No,8,12,Antrim County,43,44.897893,-85.072795
166,MISSION ACHIEVEMENT AND SUCCESS,41,NM,NEW MEXICO,3500148,MISSION ACHIEVEMENT AND SUCCESS,1089,='350014801089',No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-9,No,No,Yes,No,236,206,5,8,2,5,2,2,14,11,65,56,0,0,324,288,56,44,67,28,Yes,17,8,2,2,0,0,0,0,2,0,5,5,0,0,26,15,2,2,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350014801089',Yes,3500148,MISSION ACHIEVEMENT AND SUCCESS,1089,MISSION ACHIEVEMENT AND SUCCESS,Regular School,1,4,No,KG,10,Bernalillo County,11,35.06271,-106.621221
179,Riverview Opportunity Center,37,KY,KENTUCKY,2100750,Bullitt County,157,='210075000157',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,0,0,2,2,0,0,0,0,110,62,2,2,114,68,0,0,10,0,Yes,0,0,0,0,2,2,0,0,0,0,14,17,2,0,18,19,0,0,0,0,Yes,0,0,0,0,2,2,0,0,0,0,14,17,2,0,18,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='210075000157',No,2100750,Bullitt County,157,Riverview Opportunity Center,Alternative Education School,4,3,No,9,12,Bullitt County,21,38.001397,-85.699405
181,Bay City Western High School,37,MI,MICHIGAN,2604260,Bay City School District,4113,='260426004113',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,17,20,2,2,5,5,0,0,5,2,635,548,14,8,678,585,2,2,88,31,Yes,0,0,0,0,0,0,0,0,0,0,17,20,0,0,17,20,0,0,0,2,Yes,2,2,0,0,2,2,0,0,0,0,107,140,5,5,116,149,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260426004113',No,2604260,Bay City School District,4113,Bay City Western High School,Alternative Education School,4,3,No,8,12,Bay County,23,43.604779,-84.078338
182,Oxford Virtual Academy,37,MI,MICHIGAN,2627240,Oxford Community Schools,8274,='262724008274',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,5,0,2,2,5,0,2,5,5,104,119,8,5,121,143,2,2,13,10,Yes,0,2,0,0,0,2,0,0,0,0,2,29,0,2,2,35,0,0,0,0,Yes,0,0,0,0,0,2,0,0,0,0,5,8,0,2,5,12,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262724008274',No,2627240,Oxford Community Schools,8274,Oxford Virtual Academy,Alternative Education School,4,4,No,KG,12,Oakland County,21,42.82519,-83.264881
183,Hamilton High School,36,MI,MICHIGAN,2617400,Hamilton Community Schools,5416,='261740005416',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,17,23,0,2,5,5,2,0,2,5,401,362,2,2,429,399,2,5,52,40,Yes,0,2,0,0,0,0,0,0,0,0,8,26,0,0,8,28,0,0,0,2,Yes,0,2,0,0,2,0,0,0,0,0,44,59,0,0,46,61,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261740005416',No,2617400,Hamilton Community Schools,5416,Hamilton High School,Alternative Education School,4,3,No,9,12,Allegan County,41,42.684866,-86.026895
188,DeTour Arts and Technology Academy,36,MI,MICHIGAN,2600980,DeTour Arts and Technology Academy,8109,='260098008109',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,0,2,11,8,0,2,2,0,2,2,101,125,0,0,116,139,0,0,4,4,Yes,0,0,0,0,0,2,0,0,0,0,17,17,0,0,17,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260098008109',Yes,2600980,DeTour Arts and Technology Academy,8109,DeTour Arts and Technology Academy,Alternative Education School,4,4,No,PK,12,Chippewa County,43,45.990424,-83.906053
189,E-Cubed Academy,36,RI,RHODE ISLAND,4400900,Providence,323,='440090000323',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,110,95,0,2,5,5,2,0,50,59,14,17,8,2,189,180,32,29,22,16,Yes,8,8,0,0,2,2,2,0,5,5,2,2,0,0,19,17,0,0,0,0,Yes,17,20,0,0,0,5,2,0,5,14,2,2,0,0,26,41,5,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='440090000323',Yes,4400900,Providence,323,E-Cubed Academy,Alternative Education School,4,3,No,9,12,Providence County,12,41.85431,-71.434213
173,HOBBS HIGH,39,NM,NEW MEXICO,3501260,HOBBS MUNICIPAL SCHOOLS,350,='350126000350',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,620,638,2,2,8,5,0,0,47,53,269,230,2,2,948,930,182,131,118,58,Yes,5,8,0,0,0,0,0,0,2,2,5,17,0,0,12,27,0,0,0,0,Yes,131,197,2,2,5,2,0,0,11,14,95,131,2,2,246,348,0,0,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350126000350',Yes,3501260,HOBBS MUNICIPAL SCHOOLS,350,HOBBS HIGH,Regular School,1,3,No,9,12,Lea County,33,32.709508,-103.120492
191,EMILY GRIFFITH TECHNICAL COLLEGE,36,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,345,='080336000345',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,107,101,2,2,2,2,0,0,53,50,35,26,8,5,207,186,38,35,28,10,Yes,11,11,0,0,0,0,0,0,2,5,2,5,0,0,15,21,5,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336000345',No,803360,School District No. 1 in the county of Denver and State of C,345,EMILY GRIFFITH TECHNICAL COLLEGE,Alternative Education School,4,3,No,9,12,Denver County,11,39.74575,-104.985751
196,West Michigan Aviation Academy,34,MI,MICHIGAN,2600977,West Michigan Aviation Academy,8183,='260097708183',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,50,35,0,2,17,11,0,0,50,29,254,77,14,2,385,156,23,11,31,4,Yes,2,2,0,0,2,2,0,0,2,2,14,8,0,0,20,14,0,0,0,0,Yes,8,8,0,0,5,2,0,0,11,5,68,20,0,0,92,35,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260097708183',Yes,2600977,West Michigan Aviation Academy,8183,West Michigan Aviation Academy,Alternative Education School,4,3,No,8,12,Kent County,21,42.885152,-85.535328
177,NEWCOMB HIGH,38,NM,NEW MEXICO,3500390,CENTRAL CONSOLIDATED SCHOOLS,654,='350039000654',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,0,0,125,101,2,2,0,0,0,0,0,0,0,0,127,103,32,23,28,16,Yes,0,0,17,17,2,2,0,0,0,0,0,0,0,0,19,19,2,0,0,0,Yes,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,11,0,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350039000654',Yes,3500390,CENTRAL CONSOLIDATED SCHOOLS,654,NEWCOMB HIGH,Regular School,1,3,No,9,12,San Juan County,43,36.277116,-108.711764
178,FLVS FULL-TIME 9-12,37,FL,FLORIDA,1200002,FL VIRTUAL,7982,='120000207982',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,233,407,8,5,23,44,0,5,83,137,743,1007,44,89,1134,1694,8,11,49,43,Yes,5,2,0,0,0,0,0,0,0,0,11,17,0,2,16,21,0,0,0,0,Yes,23,59,2,2,2,8,0,2,5,17,71,125,2,17,105,230,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='120000207982',Yes,1200002,FL VIRTUAL,7982,FLVS FULL-TIME 9-12,Regular School,1,3,Yes,9,12,Orange County,11,28.518969,-81.46777
198,Romeo High School,34,MI,MICHIGAN,2630090,Romeo Community Schools,6597,='263009006597',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,50,59,5,2,11,8,0,0,20,20,761,758,5,5,852,852,38,41,97,52,Yes,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,17,0,0,0,2,Yes,2,5,0,0,2,2,0,0,0,2,140,194,2,0,146,203,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263009006597',Yes,2630090,Romeo Community Schools,6597,Romeo High School,Alternative Education School,4,3,No,8,12,Macomb County,21,42.804143,-83.027034
180,Peoria Accelerated High School,37,AZ,ARIZONA,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,1896,='040035301896',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,194,149,2,2,2,5,5,2,26,32,62,41,2,5,293,236,2,2,40,25,Yes,8,14,0,2,0,2,0,0,2,2,2,5,0,0,12,25,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='040035301896',Yes,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,1896,Peoria Accelerated High School,Regular School,1,3,No,9,12,Maricopa County,21,33.57996,-112.249972
201,Palomar High,33,CA,CALIFORNIA,638640,Sweetwater Union High,6490,='063864006490',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,179,95,0,0,5,0,2,0,5,0,5,5,5,2,201,102,137,65,61,31,Yes,23,8,0,0,0,0,0,0,2,0,0,0,0,0,25,8,14,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='063864006490',Yes,638640,Sweetwater Union High,6490,Palomar High,Alternative Education School,4,3,No,7,12,San Diego County,21,32.605123,-117.073741
205,Futures School,32,WA,WASHINGTON,5304230,Lake Washington School District,2727,='530423002727',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,8,2,0,2,2,0,0,2,0,17,17,0,2,28,29,0,0,4,4,Yes,5,5,0,0,2,2,0,0,0,0,8,8,0,2,15,17,0,0,5,2,Yes,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530423002727',Yes,5304230,Lake Washington School District,2727,Futures School,Alternative Education School,4,3,Missing,9,12,King County,21,47.715169,-122.198814
185,EARLY COLLEGE LEADERSHIP ACADEMY (ECLA),36,TX,TEXAS,4840740,SOMERSET ISD,13194,='484074013194',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,26,47,2,0,0,0,0,0,2,2,2,8,0,0,32,57,2,0,0,0,Yes,5,20,0,0,0,0,0,0,2,2,2,5,0,0,9,27,2,0,0,0,Yes,26,47,2,0,0,0,0,0,2,2,2,8,0,0,32,57,2,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='484074013194',Yes,4840740,SOMERSET ISD,13194,EARLY COLLEGE LEADERSHIP ACADEMY (ECLA),Regular School,1,4,Missing,9,10,Bexar County,41,29.229007,-98.654306
209,FREDERICK DOUGLASS HIGH,31,MO,MISSOURI,2901000,COLUMBIA 93,2281,='290100002281',No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,11,11,0,0,8,11,0,0,41,41,38,41,8,8,106,112,11,17,10,4,Yes,2,0,0,0,0,2,0,0,8,5,8,2,2,2,20,11,2,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='290100002281',Yes,2901000,COLUMBIA 93,2281,FREDERICK DOUGLASS HIGH,Alternative Education School,4,4,No,PK,12,Boone County,12,38.955286,-92.333625
211,RIO GRANDE PREPARATORY INSTITUTE,31,NM,NEW MEXICO,3501500,LAS CRUCES PUBLIC SCHOOLS,932,='350150000932',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,110,113,2,2,0,0,0,2,5,5,38,26,0,0,155,148,8,2,19,19,Yes,8,14,0,0,0,0,0,0,0,2,2,5,0,0,10,21,0,0,2,0,Yes,8,2,0,0,0,0,0,0,2,0,2,2,0,0,12,4,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350150000932',Yes,3501500,LAS CRUCES PUBLIC SCHOOLS,932,RIO GRANDE PREPARATORY INSTITUTE,Alternative Education School,4,3,No,9,12,Do̱a Ana County,22,32.275467,-106.793629
216,POLARIS EXPEDITIONARY LEARNING SCHOOL,30,CO,COLORADO,803990,Poudre School District R-1,6334,='080399006334',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,Yes,No,No,8,14,2,0,5,5,0,0,0,0,185,152,8,5,208,176,0,0,19,4,Yes,0,2,0,0,0,0,0,0,0,0,11,17,0,0,11,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080399006334',No,803990,Poudre School District R-1,6334,POLARIS EXPEDITIONARY LEARNING SCHOOL,Alternative Education School,4,4,No,KG,12,Larimer County,12,40.57757,-105.111321
190,MetWest High,36,CA,CALIFORNIA,628050,Oakland Unified,11350,='062805011350',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,35,59,0,2,5,5,0,0,20,23,5,2,2,2,67,93,11,14,10,7,Yes,8,8,0,2,2,2,0,0,5,5,2,0,2,0,19,17,0,2,8,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062805011350',Yes,628050,Oakland Unified,11350,MetWest High,Regular School,1,3,No,9,12,Alameda County,11,37.795125,-122.258193
217,Somerset Continuation High,30,CA,CALIFORNIA,604440,Bellflower Unified,408,='060444000408',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,86,68,2,0,2,0,5,0,35,11,11,11,2,5,143,95,35,20,19,16,Yes,14,8,0,0,0,0,0,0,2,0,2,2,0,2,18,12,2,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='060444000408',Yes,604440,Bellflower Unified,408,Somerset Continuation High,Alternative Education School,4,3,No,7,12,Los Angeles County,21,33.882472,-118.137065
187,Early College and Career Center,36,KY,KENTUCKY,2102490,Hardin County,2373,='210249002373',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,8,2,0,2,2,2,0,38,35,248,119,11,14,314,178,0,0,16,0,Yes,2,2,0,0,0,2,0,0,0,0,11,8,11,0,24,12,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='210249002373',No,2102490,Hardin County,2373,Early College and Career Center,Vocational Education School,3,N,No,N,N,Hardin County,13,37.695639,-85.883882
