,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516
26,Georgia Cyber Academy,185,GA,GEORGIA,1300232,State Charter Schools- Georgia Cyber Academy,4148,='130023204148',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,425,512,23,23,134,119,11,20,2318,2378,3458,3740,344,413,6713,7205,14,11,1165,583,Yes,5,5,0,2,2,0,0,0,11,17,56,83,2,2,76,109,0,0,8,0,Yes,2,5,0,0,2,5,0,0,11,29,26,68,5,2,46,109,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='130023204148',Yes,1300232,State Charter Schools- Georgia Cyber Academy,4148,Georgia Cyber Academy,Regular School,1,4,No,KG,12,Clayton County,21,33.61292,-84.406721
61,GOAL ACADEMY,116,CO,COLORADO,803870,Falcon School District No. 49 in the county of El Paso and,6393,='080387006393',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,869,1175,20,35,5,5,8,8,56,92,791,890,44,74,1793,2279,221,329,64,31,Yes,17,26,0,0,0,0,0,0,0,2,26,41,2,2,45,71,2,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080387006393',Yes,803870,Falcon School District No. 49 in the county of El Paso and,6393,GOAL ACADEMY,Alternative Education School,4,3,Yes,9,12,Pueblo County,12,38.27742,-104.607661
29,Early College High School at Delaware State University,182,DE,DELAWARE,1000055,Early College High School at Delaware State University,363,='100005500363',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,Yes,No,5,11,0,0,2,0,0,0,62,107,14,11,0,0,83,129,2,2,10,13,Yes,2,8,0,0,2,0,0,0,56,95,11,8,0,0,71,111,2,2,8,11,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='100005500363',No,1000055,Early College High School at Delaware State University,363,Early College High School at Delaware State University,Regular School,1,3,Missing,9,12,Kent County,13,39.18571,-75.542571
30,CENTRAL HIGH,179,NM,NEW MEXICO,3500390,CENTRAL CONSOLIDATED SCHOOLS,179,='350039000179',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,14,17,350,299,0,2,0,0,2,0,62,50,0,0,428,368,65,32,73,46,Yes,2,5,59,80,0,2,0,0,0,0,11,20,0,0,72,107,8,5,11,8,Yes,2,2,23,41,0,2,0,0,0,0,11,14,0,0,36,59,0,2,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350039000179',Yes,3500390,CENTRAL CONSOLIDATED SCHOOLS,179,CENTRAL HIGH,Regular School,1,3,No,9,12,San Juan County,31,36.73718,-108.371321
31,SHARYLAND ADVANCED ACADEMIC ACADEMY,179,TX,TEXAS,4839930,SHARYLAND ISD,13048,='483993013048',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,Yes,No,No,98,131,0,0,2,2,0,2,0,0,2,5,2,0,104,140,8,5,4,0,Yes,77,89,0,0,2,2,0,0,0,0,2,5,2,0,83,96,5,5,2,2,Yes,23,35,0,0,0,0,0,0,0,0,0,2,2,0,25,37,2,2,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='483993013048',Yes,4839930,SHARYLAND ISD,13048,SHARYLAND ADVANCED ACADEMIC ACADEMY,Regular School,1,4,Missing,9,10,Hidalgo County,13,26.21089,-98.283771
32,Kalles Junior High,171,WA,WASHINGTON,5306960,Puyallup School District,1032,='530696001032',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,Yes,No,No,50,56,5,5,23,35,2,5,14,11,308,290,47,38,449,440,35,41,40,28,Yes,14,11,2,0,2,5,0,2,8,8,50,56,5,8,81,90,5,8,11,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001032',Yes,5306960,Puyallup School District,1032,Kalles Junior High,Regular School,1,2,Missing,7,9,Pierce County,21,47.186215,-122.288219
33,Glacier View Junior High,168,WA,WASHINGTON,5306960,Puyallup School District,3260,='530696003260',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,65,56,2,2,14,20,5,2,14,20,266,236,53,53,419,389,38,38,55,13,Yes,14,5,2,0,2,2,2,0,2,2,62,59,11,5,95,73,8,5,11,5,Yes,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696003260',No,5306960,Puyallup School District,3260,Glacier View Junior High,Regular School,1,2,Missing,7,9,Pierce County,41,47.087099,-122.25872
62,Alliance High School,115,OR,OREGON,4110040,Portland SD 1J,1652,='411004001652',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,23,23,5,2,5,2,2,2,17,11,47,26,11,5,110,71,5,2,37,13,Yes,14,8,2,2,2,2,2,2,11,5,35,20,8,2,74,41,2,2,29,14,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='411004001652',Yes,4110040,Portland SD 1J,1652,Alliance High School,Alternative Education School,4,3,No,9,12,Multnomah County,11,45.558607,-122.622101
35,Edgemont Jr High,163,WA,WASHINGTON,5306960,Puyallup School District,1024,='530696001024',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,35,23,2,2,17,8,5,2,11,8,143,152,26,20,239,215,38,29,34,19,Yes,11,8,0,0,8,2,2,0,8,2,50,53,11,8,90,73,17,11,8,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001024',Yes,5306960,Puyallup School District,1024,Edgemont Jr High,Regular School,1,2,Missing,7,9,Pierce County,21,47.236266,-122.283963
36,Niles Senior High School,163,MI,MICHIGAN,2625560,Niles Community Schools,6206,='262556006206',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,32,44,5,2,2,11,2,2,56,62,383,368,26,29,506,518,11,8,61,34,Yes,2,8,2,0,2,2,0,0,8,5,47,77,2,8,63,100,0,2,2,0,Yes,2,5,0,0,0,2,0,0,2,2,29,29,0,5,33,43,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262556006206',No,2625560,Niles Community Schools,6206,Niles Senior High School,Regular School,1,3,No,8,12,Berrien County,13,41.835839,-86.237838
65,Kent Phoenix Academy,109,WA,WASHINGTON,5303960,Kent School District,3178,='530396003178',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,32,41,5,2,8,8,2,5,26,23,50,71,17,17,140,167,2,8,13,16,Yes,11,14,2,0,5,5,0,0,11,8,20,23,8,2,57,52,2,0,5,2,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530396003178',No,5303960,Kent School District,3178,Kent Phoenix Academy,Alternative Education School,4,3,Missing,9,12,King County,12,47.366504,-122.193871
68,EARLY COLLEGE HIGH SCHOOL,108,CO,COLORADO,803060,Colorado Springs School District No. 11 in the county of E,6580,='080306006580',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,20,26,0,2,2,0,0,0,2,11,35,44,5,8,64,91,2,2,0,0,Yes,14,17,0,2,2,0,0,0,0,5,26,35,5,2,47,61,2,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080306006580',No,803060,Colorado Springs School District No. 11 in the county of E,6580,EARLY COLLEGE HIGH SCHOOL,Alternative Education School,4,3,No,9,12,El Paso County,11,38.86075,-104.781681
39,CARLSBAD EARLY COLLEGE HIGH,157,NM,NEW MEXICO,3500300,CARLSBAD MUNICIPAL SCHOOLS,1109,='350030001109',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,23,35,0,2,0,2,2,0,2,0,41,50,0,0,68,89,0,0,4,0,Yes,23,35,0,2,0,2,2,0,2,0,41,50,0,0,68,89,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='350030001109',Yes,3500300,CARLSBAD MUNICIPAL SCHOOLS,1109,CARLSBAD EARLY COLLEGE HIGH,Regular School,1,3,No,9,12,Eddy County,41,32.44167,-104.264851
40,Hagerstown Jr-Sr High School,150,IN,INDIANA,1807380,Nettle Creek School Corp,1261,='180738001261',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,2,0,257,230,8,8,269,240,0,2,49,34,Yes,0,0,0,0,0,0,0,0,2,0,71,77,0,0,73,77,0,0,8,5,Yes,0,0,0,0,0,0,0,0,0,0,32,59,0,0,32,59,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='180738001261',Yes,1807380,Nettle Creek School Corp,1261,Hagerstown Jr-Sr High School,Regular School,1,3,No,7,12,Wayne County,42,39.920299,-85.161401
41,Satellite High School,148,WA,WASHINGTON,5303540,Highline School District,2968,='530354002968',No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,29,20,2,2,11,17,2,2,5,11,23,20,11,5,83,77,11,8,70,40,Yes,29,17,2,2,8,14,2,2,5,8,23,20,11,5,80,68,11,5,68,41,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530354002968',Not Applicable,5303540,Highline School District,2968,Satellite High School,Special Education School,2,4,Missing,PK,12,King County,21,47.43536,-122.325138
42,Ferrucci Jr High,148,WA,WASHINGTON,5306960,Puyallup School District,1865,='530696001865',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,59,44,8,5,11,5,2,5,17,8,227,218,47,44,371,329,41,35,73,28,Yes,8,8,2,2,2,2,2,2,5,2,41,53,11,8,71,77,8,8,11,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001865',Yes,5306960,Puyallup School District,1865,Ferrucci Jr High,Regular School,1,2,Missing,7,9,Pierce County,21,47.160546,-122.270648
43,Cardinal Heights Upper Middle,146,WI,WISCONSIN,5514640,Sun Prairie Area School District,2810,='551464002810',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,59,50,0,2,47,29,0,0,62,62,419,371,41,44,628,558,35,20,82,40,Yes,5,11,0,0,8,5,0,0,2,5,35,65,5,5,55,91,2,0,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='551464002810',Yes,5514640,Sun Prairie Area School District,2810,Cardinal Heights Upper Middle,Regular School,1,4,No,8,9,Dane County,21,43.17852,-89.219201
69,Alameda Science and Technology Institute,107,CA,CALIFORNIA,601770,Alameda Unified,10547,='060177010547',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,Yes,No,No,5,11,0,0,68,56,2,2,5,2,14,8,5,0,99,79,2,2,0,0,Yes,5,8,0,0,38,38,2,2,0,2,5,2,5,0,55,52,0,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='060177010547',Yes,601770,Alameda Unified,10547,Alameda Science and Technology Institute,Alternative Education School,4,3,No,9,12,Alameda County,21,37.7799,-122.2805
45,KILLEEN ISD EARLY COLLEGE H S,143,TX,TEXAS,4825660,KILLEEN ISD,13234,='482566013234',No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,29,20,0,2,2,2,2,2,23,23,17,17,2,2,75,68,2,2,0,0,Yes,29,20,0,2,2,2,2,2,23,23,17,17,2,2,75,68,2,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482566013234',Yes,4825660,KILLEEN ISD,13234,KILLEEN ISD EARLY COLLEGE H S,Regular School,1,4,Missing,9,9,Bell County,12,31.113392,-97.761946
46,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,141,FL,FLORIDA,1201590,POLK,8246,='120159008246',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,Yes,Yes,14,23,0,0,0,2,0,0,20,29,20,38,2,2,56,94,8,5,4,4,Yes,14,23,0,0,0,2,0,0,20,26,17,35,2,2,53,88,8,5,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='120159008246',Yes,1201590,POLK,8246,POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL,Regular School,1,3,No,11,12,Polk County,41,27.990322,-81.889275
47,Johnston Middle School,137,IA,IOWA,1915450,Johnston Comm School District,926,='191545000926',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,29,29,2,0,29,41,0,0,26,20,413,407,26,23,525,520,23,23,55,40,Yes,2,2,0,0,8,5,0,0,2,2,83,29,2,2,97,40,2,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='191545000926',No,1915450,Johnston Comm School District,926,Johnston Middle School,Regular School,1,4,No,8,9,Polk County,41,41.675001,-93.701893
48,Wyoming High School,136,MI,MICHIGAN,2636570,Wyoming Public Schools,7264,='263657007264',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,158,161,5,2,23,29,2,0,56,74,233,203,17,44,494,513,53,56,64,40,Yes,14,17,0,2,2,5,2,0,2,5,35,47,0,5,55,81,2,2,2,2,Yes,11,38,2,2,2,11,0,0,2,14,38,53,2,11,57,129,0,5,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263657007264',Yes,2636570,Wyoming Public Schools,7264,Wyoming High School,Regular School,1,3,No,9,12,Kent County,13,42.90938,-85.699242
74,Opportunity Middle College,102,KY,KENTUCKY,2101860,Fayette County Public Schools,2242,='210186002242',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,Yes,No,Yes,2,14,0,0,2,2,0,0,5,38,11,26,0,2,20,82,0,2,0,0,Yes,2,14,0,0,2,2,0,0,5,38,11,26,0,2,20,82,0,2,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='210186002242',No,2101860,Fayette County,2242,Opportunity Middle College,Alternative Education School,4,3,No,11,12,Fayette County,11,38.036094,-84.485428
50,Virtual Learning Academy (H),134,NH,NEW HAMPSHIRE,3303271,Virtual Learning Academy Charter School,679,='330327100679',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,8,0,2,2,2,0,0,0,2,110,173,5,5,122,192,0,0,10,7,Yes,2,5,0,0,0,0,0,0,0,0,53,74,0,0,55,79,0,0,0,0,Yes,2,2,0,0,0,0,0,0,0,0,5,17,0,0,7,19,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='330327100679',Yes,3303271,Virtual Learning Academy Charter School,679,Virtual Learning Academy (H),Regular School,1,3,Yes,9,12,Rockingham County,23,42.975134,-70.956909
77,Walker High School,100,WA,WASHINGTON,5306960,Puyallup School District,1023,='530696001023',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,14,2,0,0,0,0,2,2,0,56,44,2,11,73,71,5,2,16,7,Yes,8,11,2,0,0,0,0,2,0,0,38,29,2,8,50,50,5,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001023',Yes,5306960,Puyallup School District,1023,Walker High School,Alternative Education School,4,3,Missing,8,12,Pierce County,21,47.205098,-122.282335
53,ELDON HIGH,128,MO,MISSOURI,2911340,ELDON R-I,402,='291134000402',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,5,5,5,2,5,2,0,5,5,332,314,0,0,351,334,0,2,61,28,Yes,2,2,0,2,0,2,0,0,0,2,56,62,0,0,58,70,0,0,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='291134000402',Yes,2911340,ELDON R-I,402,ELDON HIGH,Regular School,1,3,No,9,12,Miller County,32,38.349396,-92.580483
54,Aylen Jr High,126,WA,WASHINGTON,5306960,Puyallup School District,1022,='530696001022',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,-9,No,No,No,No,53,59,8,2,11,8,5,2,8,8,233,206,26,20,344,305,53,44,46,25,Yes,5,5,0,2,2,2,2,0,2,2,50,41,8,5,69,57,8,8,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530696001022',Yes,5306960,Puyallup School District,1022,Aylen Jr High,Regular School,1,2,Missing,7,9,Pierce County,21,47.192201,-122.313575
55,Columbia Junior High School,126,WA,WASHINGTON,5302880,Fife School District,3161,='530288003161',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,-9,No,No,No,No,44,56,5,2,32,23,8,8,11,8,158,137,35,32,293,266,23,20,31,19,Yes,11,17,2,0,8,5,2,2,2,0,38,20,11,8,74,52,2,8,11,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530288003161',Yes,5302880,Fife School District,3161,Columbia Junior High School,Regular School,1,2,Missing,6,9,Pierce County,21,47.231049,-122.355327
78,New Technology High,100,CA,CALIFORNIA,626640,Napa Valley Unified,6081,='062664006081',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,77,107,2,0,2,8,0,2,2,0,104,80,5,11,192,208,8,14,13,7,Yes,17,26,2,0,2,2,0,2,2,0,29,11,2,5,54,46,0,0,5,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='062664006081',No,626640,Napa Valley Unified,6081,New Technology High,Alternative Education School,4,3,No,9,12,Napa County,13,38.304916,-122.289112
57,Newport Heights Elementary,122,WA,WASHINGTON,5300390,Bellevue School District,77,='530039000077',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,44,53,2,0,419,395,2,0,20,17,362,335,71,74,920,874,41,23,91,25,Yes,2,8,0,0,14,26,0,0,2,5,29,23,5,8,52,70,2,0,2,2,Yes,20,29,2,0,284,272,2,0,8,8,182,212,47,44,545,565,11,5,11,5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='530039000077',No,5300390,Bellevue School District,77,Newport Heights Elementary,Regular School,1,1,Missing,KG,5,King County,12,47.5556,-122.180941
58,Three Rivers High School,119,MI,MICHIGAN,2633840,Three Rivers Community Schools,6930,='263384006930',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,20,23,0,0,5,8,0,0,29,23,299,293,29,26,382,373,5,2,28,16,Yes,2,2,0,0,2,2,0,0,2,5,38,59,2,5,46,73,0,0,0,0,Yes,0,0,0,0,2,2,0,0,0,2,38,47,5,5,45,56,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='263384006930',No,2633840,Three Rivers Community Schools,6930,Three Rivers High School,Special Education School,2,3,No,9,12,St. Joseph County,31,41.949467,-85.615591
59,Dekalb Early College Academy,119,GA,GEORGIA,1301740,DeKalb County,3708,='130174003708',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,8,0,2,2,2,0,0,98,194,2,2,0,2,110,210,0,2,0,0,Yes,5,5,0,0,2,2,0,0,35,68,0,2,0,0,42,77,0,0,0,0,Yes,2,0,0,0,0,2,0,0,5,23,0,0,0,2,7,27,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='130174003708',Yes,1301740,DeKalb County,3708,Dekalb Early College Academy,Regular School,1,3,No,9,12,DeKalb County,21,33.83219,-84.195451
60,Marysville STEM Early College High School,117,OH,OHIO,3904547,Marysville Exempted Village,5841,='390454705841',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,-9,No,No,No,No,2,2,0,0,8,5,0,0,2,0,158,98,5,2,175,107,0,2,22,4,Yes,0,2,0,0,5,0,0,0,2,0,65,41,0,2,72,45,0,0,5,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390454705841',No,3904547,Marysville Exempted Village,5841,Marysville STEM Early College High School,Regular School,1,4,No,9,10,Union County,32,40.24732,-83.372571
80,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),98,CO,COLORADO,803360,School District No. 1 in the county of Denver and State of C,1795,='080336001795',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,50,65,2,0,2,2,0,0,23,11,11,5,2,0,90,83,14,17,16,4,Yes,29,56,0,0,0,2,0,0,2,0,2,5,2,0,35,63,5,14,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080336001795',Yes,803360,School District No. 1 in the county of Denver and State of C,1795,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),Alternative Education School,4,4,No,6,12,Denver County,11,39.756356,-104.957741
84,Boynton High,87,CA,CALIFORNIA,607230,Campbell Union High,658,='060723000658',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,83,65,0,2,5,20,2,0,5,5,35,47,8,8,138,147,38,23,13,4,Yes,0,0,0,2,5,20,0,0,0,2,17,41,0,0,22,65,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='060723000658',Missing,607230,Campbell Union High,658,Boynton High,Alternative Education School,4,3,No,9,12,Santa Clara County,11,37.310381,-121.966903
