,SCH_NAME,de_total_enrollment,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,COMBOKEY,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,combokey,TITLEI,LEAID_nces,LEA_NAME_nces,SCHID_nces,SCH_NAME_nces,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Students_in_11_12
853,DAKOTA CTY. ALC,2,MN,MINNESOTA,2700026,INTERMEDIATE SCHOOL DISTRICT 917,2155,='270002602155',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,Yes,No,No,Yes,14,8,2,0,5,2,0,0,11,2,68,38,2,5,102,55,0,0,25,7,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='270002602155',No,2700026.0,INTERMEDIATE SCHOOL DISTRICT 917,2155.0,DAKOTA CTY. ALC,Alternative Education School,4.0,3,No,8,12,Dakota County,41,44.737304,-93.07818,Yes
854,Independence High School,2,GA,GEORGIA,1302280,Fulton County,1958,='130228001958',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,41,26,0,0,2,2,0,0,41,23,20,14,5,5,109,70,2,0,28,4,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='130228001958',No,1302280.0,Fulton County,1958.0,Independence High School,Alternative Education School,4.0,3,No,9,12,Fulton County,13,34.077283,-84.299145,Yes
855,Blue Ridge Academy,2,NC,NORTH CAROLINA,3700300,Avery County Schools,3294,='370030003294',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,0,0,14,8,0,0,16,10,2,2,7,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370030003294',Yes,3700300.0,Avery County Schools,3294.0,Blue Ridge Academy,Alternative Education School,4.0,4,No,6,12,Avery County,42,36.067882,-81.916214,Yes
856,Middlesex Transition Academy,2,CT,CONNECTICUT,903535,REGIONAL SCHOOL DISTRICT 13,1731,='090353501731',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,Yes,No,No,No,0,0,0,0,2,2,0,0,2,0,14,8,0,2,18,12,0,0,16,10,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='090353501731',No,903535.0,REGIONAL SCHOOL DISTRICT 13,1731.0,Middlesex Transition Academy,Special Education School,2.0,3,No,12,12,Middlesex County,13,41.55855,-72.654191,Yes
858,Harrison Alternative Education,2,MI,MICHIGAN,2617820,Harrison Community Schools,105,='261782000105',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,14,5,0,0,14,5,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261782000105',Yes,2617820.0,Harrison Community Schools,105.0,Harrison Alternative Education,Alternative Education School,4.0,3,No,9,12,Clare County,32,44.011346,-84.808894,Yes
859,Plumas County Community,2,CA,CALIFORNIA,691102,Plumas County Office of Education,10576,='069110210576',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,6,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='069110210576',Yes,691102.0,Plumas County Office of Education,10576.0,Plumas County Community,Alternative Education School,4.0,3,No,7,12,Plumas County,33,39.935741,-120.94346000000002,Yes
861,Jenison International Academy,2,MI,MICHIGAN,2619830,Jenison Public Schools,8230,='261983008230',No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,5,0,0,2,2,0,0,2,2,38,62,5,5,52,76,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261983008230',No,2619830.0,Jenison Public Schools,8230.0,Jenison International Academy,Alternative Education School,4.0,4,No,KG,12,Ottawa County,21,42.90526,-85.78823100000002,Yes
862,Maya Angelou PCS Evans High School,2,DC,DISTRICT OF COLUMBIA,1100014,Maya Angelou PCS,391,='110001400391',No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,0,0,0,0,0,0,0,0,119,107,0,2,0,0,119,109,0,0,49,37,Yes,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='110001400391',Yes,1100014.0,Maya Angelou PCS,391.0,Maya Angelou PCS Evans High School,Regular School,1.0,3,No,9,12,District of Columbia,11,38.89032,-76.920334,No
864,JONESVILLE PATHWAYS,2,MI,MICHIGAN,2619920,Jonesville Community Schools,5652,='261992005652',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,0,0,0,0,0,0,0,0,0,32,26,0,2,34,28,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='261992005652',Yes,2619920.0,Jonesville Community Schools,5652.0,Jonesville Alternative H.S.,Alternative Education School,4.0,3,No,9,12,Hillsdale County,32,41.985112,-84.659819,Yes
865,SOUTHWEST COLORADO E-SCHOOL,2,CO,COLORADO,899300,SAN JUAN BOCES,6497,='089930006497',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,0,0,0,2,0,11,11,2,0,17,13,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='089930006497',No,899300.0,SAN JUAN BOCES,6497.0,SOUTHWEST COLORADO E-SCHOOL,Regular School,1.0,4,Yes,6,12,La Plata County,32,37.27692,-107.878361,Yes
866,Maple Valley Pathways High School,2,MI,MICHIGAN,2622620,Maple Valley Schools,1595,='262262001595',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,2,0,0,0,0,23,20,0,0,25,24,0,0,4,4,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='262262001595',No,2622620.0,Maple Valley Schools,1595.0,Maple Valley Pathways High School,Alternative Education School,4.0,4,No,6,12,Eaton County,42,42.61206,-85.057721,Yes
868,PUBLIC SERVICE LEADERSHIP ACADEMY AT FOWLER,2,NY,NEW YORK,3628590,SYRACUSE CITY SCHOOL DISTRICT,6480,='362859006480',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,50,35,2,2,20,26,0,0,92,89,44,47,5,2,213,201,53,38,73,34,Yes,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Yes,2,5,0,0,8,8,0,0,11,8,5,11,0,0,26,32,5,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='362859006480',Yes,3628590.0,SYRACUSE CITY SCHOOL DISTRICT,6480.0,PUBLIC SERVICE LEADERSHIP ACADEMY AT FOWLER,Regular School,1.0,4,No,9,10,Onondaga County,12,43.04385,-76.17342,No
870,Davidson County High School,2,NC,NORTH CAROLINA,3701140,Davidson County Schools,462,='370114000462',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,2,2,23,38,2,2,29,44,0,2,7,4,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370114000462',Yes,3701140.0,Davidson County Schools,462.0,Davidson County High School,Alternative Education School,4.0,4,No,6,12,Davidson County,41,35.817104,-80.18874699999998,Yes
871,Mound Street Health Careers Academy,2,OH,OHIO,3900186,Mound Street Health Careers Academy,4710,='390018604710',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,0,2,0,2,0,0,0,0,23,23,5,2,0,2,28,31,0,2,7,4,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390018604710',Yes,3900186.0,Mound Street Health Careers Acadmy,4710.0,Mound Street Health Careers Acadmy,Regular School,1.0,4,No,9,11,Montgomery County,12,39.750826,-84.208978,Yes
872,Yadkin Success Academy,2,NC,NORTH CAROLINA,3705040,Yadkin County Schools,2659,='370504002659',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,5,2,0,0,0,0,0,0,2,2,17,14,0,0,24,18,2,0,16,7,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370504002659',Yes,3705040.0,Yadkin County Schools,2659.0,Yadkin Success Academy,Alternative Education School,4.0,4,No,KG,12,Yadkin County,32,36.13633,-80.64294100000002,Yes
873,Mahoning Unlimited Classroom,2,OH,OHIO,3900146,Mahoning Unlimited Classroom,4758,='390014604758',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,8,5,2,2,0,0,0,0,32,29,122,95,14,17,178,148,0,0,43,31,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390014604758',Yes,3900146.0,Mahoning Unlimited Classroom,4758.0,Mahoning Unlimited Classroom,Regular School,1.0,4,Yes,6,12,Mahoning County,13,41.02116,-80.659521,Yes
874,The Graham School,2,OH,OHIO,3900080,"Graham School, The",3428,='390008003428',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,11,2,0,0,2,0,2,41,41,80,65,5,8,139,129,5,5,55,37,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='390008003428',Yes,3900080.0,Graham School The,3428.0,Graham School The,Regular School,1.0,3,No,9,12,Franklin County,11,40.045008,-82.999449,Yes
875,BIRCHWOOD SCHOOL,2,NY,NEW YORK,3620340,CLARKSTOWN CENTRAL SCHOOL DISTRICT,4444,='362034004444',No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,Yes,No,No,No,8,5,2,0,2,0,0,0,5,5,41,17,0,0,58,27,0,0,55,28,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='362034004444',No,3620340.0,CLARKSTOWN CENTRAL SCHOOL DISTRICT,4444.0,BIRCHWOOD SCHOOL,Special Education School,2.0,4,No,KG,12,Rockland County,21,41.081896,-73.978965,Yes
876,YAMPA VALLEY HIGH SCHOOL,2,CO,COLORADO,806660,Steamboat Springs School District No. Re 2,1924,='080666001924',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,0,0,11,5,0,2,13,9,2,2,4,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080666001924',No,806660.0,Steamboat Springs School District No. Re 2,1924.0,YAMPA VALLEY HIGH SCHOOL,Alternative Education School,4.0,3,No,9,12,Routt County,33,40.48793,-106.831941,Yes
877,DEL EASTON ALTERNATIVE HIGH SCHOOL,2,ND,NORTH DAKOTA,3819880,WILLISTON 1,848,='381988000848',No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,0,2,2,0,0,0,0,2,2,5,11,2,0,13,15,0,0,0,0,Yes,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='381988000848',No,3819880.0,WILLISTON 1,848.0,DEL EASTON ALTERNATIVE HIGH SCHOOL,Regular School,1.0,3,No,9,12,Williams County,33,48.165079,-103.638579,Yes
878,ASHLEY ELEMENTARY SCHOOL,2,ND,NORTH DAKOTA,3802170,ASHLEY 9,13,='380217000013',No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,2,2,0,0,0,0,2,65,62,0,0,67,66,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='380217000013',Yes,3802170.0,ASHLEY 9,13.0,ASHLEY ELEMENTARY SCHOOL,Regular School,1.0,1,No,PK,6,McIntosh County,43,46.03366,-99.380756,Yes
879,Academy 21,2,MI,MICHIGAN,2608580,Center Line Public Schools,8255,='260858008255',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,2,2,5,0,0,20,11,56,50,5,5,85,75,5,2,13,7,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='260858008255',No,2608580.0,Center Line Public Schools,8255.0,Academy 21,Alternative Education School,4.0,4,No,6,12,Macomb County,21,42.488132,-83.021361,Yes
880,STAR Academy,2,NC,NORTH CAROLINA,3702010,Harnett County Schools,2117,='370201002117',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,8,2,2,2,0,0,0,0,20,14,11,5,2,0,43,23,2,2,10,4,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370201002117',Yes,3702010.0,Harnett County Schools,2117.0,STAR Academy,Alternative Education School,4.0,4,No,6,12,Harnett County,31,35.398688,-78.822661,Yes
881,Stanly Academy Learning Center,2,NC,NORTH CAROLINA,3704320,Stanly County Schools,3008,='370432003008',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,5,5,14,8,2,2,23,17,0,0,7,4,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370432003008',Yes,3704320.0,Stanly County Schools,3008.0,Stanly Academy Learning Center,Alternative Education School,4.0,3,No,9,12,Stanly County,32,35.36304000000001,-80.209571,Yes
883,Career Readiness Academy at Mosley PLC,2,NC,NORTH CAROLINA,3703330,New Hanover County Schools,3138,='370333003138',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,2,2,0,0,0,0,0,0,5,14,14,14,2,2,23,32,0,2,4,4,Yes,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='370333003138',Yes,3703330.0,New Hanover County Schools,3138.0,Career Readiness Academy at Mosley PLC,Alternative Education School,4.0,3,No,9,12,New Hanover County,12,34.24361,-77.900541,Yes
884,PRAIRIE CREEKS CHARTER SCHOOL,2,CO,COLORADO,806750,Strasburg School District 31J,1669,='080675001669',No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,Yes,No,2,0,0,0,0,0,0,0,0,0,11,2,0,0,13,2,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080675001669',No,806750.0,Strasburg School District 31J,1669.0,PRAIRIE CREEKS CHARTER SCHOOL,Alternative Education School,4.0,3,No,9,12,Adams County,42,39.744762,-104.322722,Yes
886,HIDDEN LAKE HIGH SCHOOL,2,CO,COLORADO,807230,Westminster Public Schools,1877,='080723001877',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,77,116,2,0,2,2,0,0,0,2,29,23,2,0,112,143,26,35,10,4,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080723001877',No,807230.0,Westminster Public Schools,1877.0,HIDDEN LAKE HIGH SCHOOL,Vocational Education School,3.0,3,No,9,12,Adams County,21,39.829266,-105.033297,Yes
887,YOUTH & FAMILY ACADEMY CHARTER,2,CO,COLORADO,800020,State Charter School Institute,1612,='080002001612',No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,Yes,53,56,0,2,0,0,0,0,5,2,38,32,2,0,98,92,0,0,16,13,Yes,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='080002001612',Yes,800020.0,State Charter School Institute,1612.0,YOUTH & FAMILY ACADEMY CHARTER,Alternative Education School,4.0,3,No,7,12,Pueblo County,12,38.31069,-104.632111,Yes
888,Edmunds Central High School - 01,2,SD,SOUTH DAKOTA,4634440,Edmunds Central School District 22-5,31,='463444000031',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,Yes,Yes,Yes,Yes,2,2,0,0,0,0,0,0,0,0,20,17,0,0,22,19,0,0,4,0,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='463444000031',Yes,4634440.0,Edmunds Central School District 22-5,31.0,Edmunds Central High School - 01,Regular School,1.0,3,No,9,12,Edmunds County,43,45.452496,-99.338176,Yes
889,Lincoln Building - 44,2,SD,SOUTH DAKOTA,4659820,Rapid City Area School District 51-4,1341,='465982001341',No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-9,Yes,No,No,No,0,0,0,2,0,0,0,0,0,0,17,8,2,0,19,10,0,0,16,10,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='465982001341',No,4659820.0,Rapid City Area School District 51-4,1341.0,Lincoln Building - 44,Special Education School,2.0,3,No,12,12,Pennington County,13,44.079866,-103.240506,Yes
890,NEW HORIZONS LEARNING CENTER,2,TX,TEXAS,4821720,GREENVILLE ISD,6859,='482172006859',No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,Yes,23,17,2,0,0,0,0,0,2,5,14,8,2,0,43,30,5,5,0,4,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482172006859',Yes,4821720.0,GREENVILLE ISD,6859.0,NEW HORIZONS LEARNING CENTER,Alternative Education School,4.0,4,Missing,PK,12,Hunt County,32,33.12948,-96.117929,Yes
891,ALTER SCH,2,TX,TEXAS,4824990,JUDSON ISD,7187,='482499007187',No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-9,No,No,No,Yes,20,17,0,0,0,0,0,0,23,8,8,2,2,0,53,27,2,2,10,0,Yes,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482499007187',Yes,4824990.0,JUDSON ISD,7187.0,ALTER SCH,Alternative Education School,4.0,4,Missing,6,12,Bexar County,21,29.51042,-98.309067,Yes
892,DALLAS CO SCHOOL FOR ACCELERATED LRNG,2,TX,TEXAS,4824420,IRVING ISD,8187,='482442008187',No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,-9,No,No,No,No,5,2,0,0,0,0,0,0,0,2,2,0,0,0,7,4,2,0,0,0,Yes,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,='482442008187',No,4824420.0,IRVING ISD,8187.0,DALLAS CO SCHOOL FOR ACCELERATED LRNG,Alternative Education School,4.0,3,Missing,7,12,Dallas County,11,32.771326,-96.868319,Yes
