COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12
='06CC26200001',CA,CALIFORNIA,06CC262,ASPIRE EAST PALO ALTO PHOENIX ACADEMY,1,ASPIRE EAST PALO ALTO PHOENIX ACADEMY,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,89,101,0,0,5,5,2,0,32,32,5,14,5,11,138,163,29,35,13,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC26600001',CA,CALIFORNIA,06CC266,WESTWOOD CHARTER,1,Westwood Charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,17,17,8,2,0,2,0,0,0,0,68,74,5,5,98,100,0,2,10,7,Yes,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-No,Yes
='06CC26799999',CA,CALIFORNIA,06CC267,WILLITS CHARTER,99999,Willits Charter School,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,11,5,5,0,0,0,0,0,0,44,50,5,2,59,68,0,0,7,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC27012208',CA,CALIFORNIA,06CC270,DA VINCI SCIENCE,12208,Da Vinci Science,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,167,116,0,2,26,17,2,2,29,23,59,38,14,14,297,212,2,5,28,10,Yes,41,44,0,2,5,8,0,0,8,8,14,11,0,0,68,73,0,0,5,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC27112410',CA,CALIFORNIA,06CC271,DA VINCI DESIGN,12410,Da Vinci Design,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,137,206,0,0,5,14,0,2,35,44,29,38,5,20,211,324,11,11,37,28,Yes,29,59,0,0,5,2,0,0,8,11,8,11,0,2,50,85,2,2,8,5,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC27699999',CA,CALIFORNIA,06CC276,CRESCENT VIEW WEST CHARTER,99999,Crescent View West Charter,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,122,170,2,8,5,5,0,0,8,11,32,35,2,2,171,231,14,20,13,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes
='06CC27799999',CA,CALIFORNIA,06CC277,HUME LAKE CHARTER,99999,Hume Lake Charter School,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,2,0,0,0,0,0,0,2,0,32,29,2,2,41,33,2,2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC27899998',CA,CALIFORNIA,06CC278,BIG PICTURE HS - FRESNO,99998,Big Picture High School,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,32,26,0,0,2,2,0,0,5,5,8,2,0,0,47,35,8,11,10,4,Yes,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28000001',CA,CALIFORNIA,06CC280,RIVER SPRINGS CHARTER,1,RIVER SPRINGS CHARTER,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,1052,1103,26,23,65,74,8,5,134,122,1460,1307,179,185,2924,2819,134,134,460,235,Yes,5,2,0,2,2,2,0,0,0,2,11,11,2,2,20,21,0,0,0,0,Yes,2,5,0,0,0,2,0,0,2,2,8,8,2,5,14,22,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28100001',CA,CALIFORNIA,06CC281,LITERACY FIRST CHARTER Schools,1,Literacy First Charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,170,191,2,2,209,254,0,2,14,26,341,362,35,29,771,866,170,197,70,31,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,11,0,2,5,20,0,0,2,2,17,20,2,0,40,55,2,2,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28299999',CA,CALIFORNIA,06CC282,GOLDEN EAGLE CHARTER,99999,Golden Eagle Charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,32,20,8,2,5,2,2,5,5,2,155,146,20,17,227,194,2,2,25,16,Yes,0,2,0,2,0,0,0,0,0,0,11,14,0,0,11,18,2,2,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28400001',CA,CALIFORNIA,06CC284,APEX Academy,1,APEX Academy,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,167,185,5,2,5,5,0,0,17,8,8,11,11,14,213,225,59,44,43,25,Yes,5,17,0,0,0,0,0,0,2,2,0,0,2,0,9,19,0,0,2,2,Yes,20,41,0,0,2,0,0,0,0,2,0,0,2,0,24,43,2,2,5,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28599999',CA,CALIFORNIA,06CC285,ENVISION ACADEMY FOR ARTS & TECHNOLOGY,99999,Envision Academy of Arts and Technology,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,95,113,2,2,2,5,2,2,71,89,14,2,5,2,191,215,23,14,25,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,41,44,2,2,2,2,0,0,26,41,8,2,2,2,81,93,8,2,11,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC28999999',CA,CALIFORNIA,06CC289,OPTIONS FOR YOUTH-BURBANK CHARTER,99999,OFY-Burbank,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,242,356,5,11,5,2,2,0,11,20,83,140,47,50,395,579,26,26,34,34,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC29000001',CA,CALIFORNIA,06CC290,JULIAN CHARTER,1,Julian Charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,263,260,5,11,20,20,2,2,23,29,695,752,182,179,1190,1253,17,14,205,121,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC29300001',CA,CALIFORNIA,06CC293,Collegiate Charter High School of Los Angeles,1,Collegiate Charter High School of Los Angeles,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,Yes,No,38,29,0,0,0,0,0,0,0,0,2,0,0,0,40,29,26,23,4,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No
='06CC29700001',CA,CALIFORNIA,06CC297,ASPIRE LIONEL WILSON COLLEGE PREPARATORY ACADEMY,1,Aspire Lionel Wilson College Preparatory Academy,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,254,239,0,2,2,2,2,2,11,17,0,2,0,0,269,264,80,56,49,19,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,23,0,0,2,0,0,0,2,2,0,2,0,0,18,27,2,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC29800001',CA,CALIFORNIA,06CC298,OAKLAND SCH FOR THE ARTS,1,Oakland School for the Arts,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,17,5,5,14,32,2,5,47,86,104,215,59,131,242,491,0,0,25,28,Yes,0,2,0,0,0,5,0,0,2,0,5,8,2,5,9,20,0,0,0,2,Yes,2,5,0,2,2,2,0,0,2,5,23,47,5,14,34,75,0,0,0,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC30200001',CA,CALIFORNIA,06CC302,LIGHTHOUSE COMMUNITY CHARTER HIGH,1,Lighthouse Community Charter High,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,110,98,0,0,2,5,0,2,14,8,2,5,5,5,133,123,8,11,16,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,8,14,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC30500001',CA,CALIFORNIA,06CC305,"OAKLAND MILITARY INSTITUTE, COLLEGE PREPARATORY AC",1,"Oakland Military Institute, College Preparatory Academy",No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,179,167,0,0,74,32,2,0,47,35,5,5,38,26,345,265,65,41,16,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,32,23,0,0,14,5,0,0,2,5,2,2,11,8,61,43,2,2,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC30600001',CA,CALIFORNIA,06CC306,UNITY SCHOOLS,1,Oakland Unity High,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,143,149,0,0,2,2,2,2,8,11,0,0,2,0,157,164,47,41,25,4,Yes,29,41,0,0,0,0,0,0,0,0,0,0,0,0,29,41,5,2,0,0,Yes,26,47,0,0,0,0,0,0,2,2,0,0,0,0,28,49,2,5,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC31199999',CA,CALIFORNIA,06CC311,MUIR CHARTER,99999,John Muir Charter School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,Yes,No,488,296,11,2,14,5,5,2,143,98,143,47,41,17,845,467,149,104,46,16,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC31500001',CA,CALIFORNIA,06CC315,ASPIRE GOLDEN STATE COLLEGE PREPARATORY ACADEMY,1,Aspire Golden State College Preparatory Academy,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,242,248,0,2,0,2,0,0,38,44,0,2,0,2,280,300,92,80,37,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,14,35,0,0,0,2,0,0,5,8,0,0,0,2,19,47,0,2,2,2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC31600001',CA,CALIFORNIA,06CC316,Aspire Langston Hughes Academy,1,Aspire Langston Hughes Academy,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,218,221,2,2,35,35,2,0,71,65,23,20,8,14,359,357,35,20,43,22,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC31800001',CA,CALIFORNIA,06CC318,BAY AREA TECHNOLOGY,1,Bay Area Technology,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,77,44,0,0,5,0,2,2,53,53,11,20,2,2,150,121,35,26,10,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,8,5,0,0,0,0,0,0,5,5,0,2,0,0,13,12,5,5,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32000001',CA,CALIFORNIA,06CC320,COMMUNITY COLLABORATIVE CHARTER (Twin Rivers),1,Community Collaborative Charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,92,98,2,2,2,11,2,2,29,35,80,86,20,23,227,257,50,38,55,52,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32200001',CA,CALIFORNIA,06CC322,FUTURES HIGH,1,Futures High,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,2,2,0,0,8,5,0,0,2,2,203,200,2,0,217,209,80,47,4,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,2,0,0,0,2,41,47,0,0,41,51,0,2,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32300001',CA,CALIFORNIA,06CC323,PACIFIC CHARTER INSTITUTE,1,Heritage Peak Charter,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,113,128,5,11,20,26,5,2,44,53,272,284,20,26,479,530,38,41,82,43,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32399999',CA,CALIFORNIA,06CC323,PACIFIC CHARTER INSTITUTE,99999,VALLEY VIEW CHARTER PREP,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,26,29,0,0,14,20,2,2,17,11,92,107,17,20,168,189,8,5,10,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32500001',CA,CALIFORNIA,06CC325,IvyTech Charter,1,IvyTech Charter,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,11,11,2,0,2,2,0,0,0,2,32,23,2,2,49,40,0,0,10,4,Yes,2,0,0,0,0,0,0,0,0,0,2,5,0,0,4,5,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32700001',CA,CALIFORNIA,06CC327,SAVA: SACRAMENTO ACADEMIC AND VOCATIONAL ACADEMY,1,SAVA: Sacramento Academic and Vocational Academy,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,149,176,8,8,26,20,5,0,89,89,53,56,11,11,341,360,44,56,82,64,Yes,23,20,0,0,2,2,0,0,14,5,11,5,0,0,50,32,0,0,8,8,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
='06CC32900001',CA,CALIFORNIA,06CC329,OPTIONS FOR YOUTH SAN GABRIEL,1,Options for Youth San Gabriel,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,299,407,8,11,11,5,2,2,32,29,125,134,38,47,515,635,26,32,58,40,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,5,2,0,2,0,0,0,0,0,2,2,0,0,8,7,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes
